Date,Time,Temp (°C),pH,Moisture (%),N (mg/kg),P (mg/kg),K (mg/kg),COD (mg/L),CH4 (%),CO2 (%),Pressure (psi),Pathogen (CFU/ml),Flow (L/min),UV Intensity (mW/cm²),Opt Temp (°C),pH Adj,Process Time (hrs),Opt NPK,UV Time (min),Pathogen Status
2023-09-16,19:35:46,39.92,6.66,47.0,883.79,111.9,202.34,13892.37,57.6,36.97,28.11,63.45,3.4,10.91,44.36,-0.05,38.77,3:1:1,17.7,Absent
2025-06-09,00:14:54,38.38,6.72,73.73,1350.05,169.15,235.93,17922.6,70.32,30.0,27.02,55.41,3.36,19.24,50.58,0.23,26.88,4:1:1,15.02,Absent
2024-12-28,09:23:40,36.98,7.03,48.58,1043.31,92.41,219.98,14105.2,65.0,25.11,15.05,45.37,2.24,15.96,49.4,0.15,25.76,2:1:2,10.16,Present
2023-12-26,06:53:59,41.33,7.13,73.74,857.8,187.29,291.19,17279.47,61.23,33.85,28.79,52.59,3.99,7.71,50.91,0.03,46.44,4:1:1,15.15,Present
2024-08-10,19:31:54,44.4,6.56,46.39,1054.13,179.44,175.02,15691.18,56.88,26.86,27.61,94.13,2.37,18.47,38.82,-0.3,52.15,Optimal,29.8,Present
2024-08-01,22:46:30,38.36,7.15,74.72,1068.91,172.34,249.98,11866.94,53.52,30.13,27.53,1.96,3.32,6.49,37.7,-0.32,56.05,Optimal,28.21,Absent
2023-07-19,04:02:18,40.6,6.51,41.21,1382.67,169.06,242.38,19417.39,51.96,26.93,10.28,63.58,4.67,11.98,44.52,0.22,20.96,2:1:2,12.58,Present
2023-07-18,07:19:22,39.82,6.7,67.29,1176.25,138.47,282.62,13269.11,71.54,34.44,13.11,17.71,2.48,9.91,47.68,-0.47,60.3,Optimal,28.99,Absent
2025-07-07,11:15:42,39.49,7.42,40.67,1054.51,115.38,181.76,16600.62,70.67,36.01,22.57,28.54,1.99,18.56,39.65,-0.38,37.89,4:1:1,28.84,Absent
2025-07-21,10:04:46,36.85,7.26,69.23,1134.76,101.86,182.22,16051.64,53.65,32.78,23.34,94.13,3.79,9.38,47.22,0.04,39.45,2:1:2,21.03,Absent
2024-03-10,22:21:08,42.69,7.44,77.81,1247.04,146.11,275.68,10268.83,63.02,29.24,17.7,32.38,3.38,19.29,45.99,0.18,37.36,4:1:1,20.51,Present
2024-02-22,06:52:16,37.43,6.65,74.71,1055.77,199.12,150.19,16870.01,64.53,30.43,18.01,48.31,3.56,14.94,35.48,0.44,17.27,4:1:1,7.07,Present
2024-06-10,16:07:31,44.24,7.27,57.89,1487.48,131.67,156.81,14247.18,53.59,27.57,11.54,4.11,1.18,14.86,47.27,-0.39,49.4,2:1:2,11.81,Absent
2025-05-11,06:00:00,41.38,7.33,50.53,839.93,121.7,242.71,11927.09,69.68,28.01,16.17,72.04,4.53,7.9,53.17,0.4,65.69,2:1:2,21.18,Absent
2023-07-22,00:43:59,39.03,6.96,62.21,1470.34,190.43,270.11,12327.8,63.08,27.0,19.02,70.3,2.41,18.14,46.94,-0.46,54.77,Optimal,13.31,Absent
2025-01-26,18:14:06,41.4,6.92,75.61,1467.72,193.89,283.01,10769.9,59.01,38.92,24.51,70.06,4.16,10.54,46.77,0.46,30.81,Optimal,26.54,Present
2025-04-19,21:15:44,36.43,7.46,59.78,1160.83,133.88,224.88,12001.62,69.43,35.69,16.81,81.77,1.58,10.6,39.29,0.39,41.03,2:1:2,23.34,Absent
2025-06-09,06:29:56,41.56,6.56,74.37,1409.22,196.9,190.22,12404.83,70.04,38.83,28.29,16.52,3.95,15.0,51.4,-0.13,51.44,Optimal,23.29,Absent
2025-02-05,06:15:18,40.52,7.3,41.33,823.57,165.27,193.37,14477.98,55.78,38.06,20.15,58.54,1.77,9.56,51.47,0.44,15.93,4:1:1,6.15,Absent
2023-02-05,03:17:23,38.22,6.96,55.71,951.16,163.88,253.56,17522.31,56.61,27.22,13.84,26.87,2.63,10.43,48.97,0.48,62.81,Optimal,17.58,Absent
2023-01-04,22:05:21,35.75,6.82,68.2,1151.88,83.22,151.11,17498.89,57.54,36.75,28.05,87.02,3.32,16.17,50.35,0.31,26.04,Optimal,14.6,Absent
2023-10-30,05:34:00,35.26,6.7,64.49,896.72,81.71,183.15,11199.14,67.35,33.75,21.13,20.42,4.75,17.86,37.14,-0.07,70.89,Optimal,27.3,Absent
2025-07-17,23:40:10,37.03,6.59,44.58,1188.94,183.35,194.19,13378.76,73.13,29.25,10.43,98.76,2.09,17.89,47.95,0.06,17.12,2:1:2,23.68,Present
2023-05-22,05:51:43,43.12,7.34,43.28,936.76,61.22,190.83,11043.87,59.75,28.05,20.09,7.61,1.15,12.18,36.52,-0.25,53.59,2:1:2,13.94,Present
2024-09-13,14:00:57,38.39,6.55,77.45,861.92,94.7,248.12,15232.08,54.45,38.59,25.84,95.1,1.95,8.14,52.62,0.2,51.59,4:1:1,20.77,Absent
2024-05-05,10:52:49,44.97,7.09,63.59,917.29,60.87,164.36,13653.04,66.68,39.2,27.42,26.53,2.18,15.81,43.32,0.08,40.46,3:1:1,18.56,Present
2025-03-25,03:07:27,41.75,7.05,52.87,933.31,108.59,203.09,11347.89,64.26,39.6,29.61,85.67,4.77,11.7,43.2,0.42,62.59,3:1:1,19.91,Absent
2024-07-05,02:30:39,39.67,7.11,62.21,1419.82,72.95,291.05,19332.16,57.41,31.66,18.38,16.16,3.42,11.88,51.88,0.45,49.8,Optimal,25.81,Present
2023-01-16,07:01:06,40.34,6.78,68.36,1449.78,173.59,235.79,19014.98,66.73,37.5,25.97,13.74,4.89,12.27,50.29,-0.2,51.76,2:1:2,27.86,Present
2023-10-15,15:07:40,39.0,7.31,73.07,823.32,86.82,284.37,16777.26,57.79,31.99,18.91,90.69,3.45,7.89,36.08,-0.19,37.63,2:1:2,11.48,Absent
2023-11-17,07:20:49,37.92,7.02,71.54,800.43,164.65,183.4,12068.86,50.15,25.24,12.3,41.87,2.39,13.69,46.56,0.21,12.6,Optimal,7.58,Present
2024-04-11,12:16:31,38.91,7.45,75.34,1172.66,172.15,174.57,18184.93,63.18,25.86,18.0,56.21,1.68,9.6,49.74,0.41,65.15,3:1:1,9.52,Absent
2025-09-26,17:05:28,41.9,6.78,51.69,1029.71,143.05,215.5,12282.22,54.32,32.35,20.03,41.82,3.81,6.92,43.04,-0.08,70.32,4:1:1,21.75,Absent
2024-09-25,12:37:27,35.78,6.52,50.49,862.43,56.47,219.11,17469.11,53.99,37.35,23.02,77.71,3.5,5.64,49.53,-0.21,70.53,2:1:2,26.04,Present
2025-02-15,21:20:51,41.09,7.41,70.09,1302.83,118.17,155.79,16816.74,61.9,30.47,28.12,14.89,2.8,7.39,46.59,0.03,66.45,4:1:1,6.04,Absent
2024-03-01,08:18:05,39.56,6.69,42.8,1345.08,82.88,253.75,13555.03,58.82,28.55,28.69,97.18,2.03,15.13,45.24,-0.32,35.54,2:1:2,27.45,Present
2025-09-03,22:55:00,35.27,6.54,47.23,800.65,185.01,183.45,12310.84,74.61,31.89,15.63,94.99,3.06,9.82,48.95,-0.11,18.47,2:1:2,25.84,Present
2025-05-24,23:38:25,38.65,6.63,59.38,1054.7,83.71,176.0,14161.74,64.27,38.45,15.01,8.48,1.4,7.04,49.12,-0.08,22.29,3:1:1,16.18,Present
2023-03-06,00:56:48,38.14,6.56,52.77,936.08,199.88,250.73,13677.0,55.45,35.47,23.0,45.33,1.95,13.87,35.37,-0.08,26.69,Optimal,15.43,Present
2024-08-04,02:06:30,41.43,6.65,67.19,820.26,176.44,283.17,12416.52,61.59,28.46,10.03,11.42,4.81,11.53,47.68,-0.45,42.08,4:1:1,11.99,Absent
2023-10-30,08:47:00,37.83,6.82,65.94,1282.98,183.25,163.22,14965.68,67.23,31.17,10.56,81.97,1.22,7.91,46.61,-0.18,36.64,2:1:2,16.44,Present
2025-05-06,12:16:01,43.05,6.73,65.39,1336.69,58.55,284.88,18348.79,51.4,27.44,16.56,84.69,4.62,18.76,40.19,-0.39,42.52,Optimal,19.01,Present
2024-11-26,21:06:44,35.28,7.26,65.95,949.69,93.75,181.92,10608.55,64.5,25.41,21.31,29.98,2.03,5.89,37.05,0.06,59.43,3:1:1,20.91,Present
2023-01-02,01:31:15,44.36,7.01,76.89,1074.29,109.74,196.28,12965.4,74.33,25.71,23.58,21.02,2.69,11.79,36.12,-0.34,31.56,Optimal,8.31,Present
2025-07-08,03:08:24,44.78,7.31,46.21,1363.9,184.64,262.55,18598.04,60.95,39.85,14.1,17.43,1.04,12.24,43.92,-0.0,56.04,Optimal,22.25,Absent
2025-01-09,22:12:45,43.94,6.93,43.49,1290.85,177.13,195.5,16313.47,68.83,31.08,23.21,24.29,4.66,18.86,44.79,-0.06,52.51,4:1:1,18.85,Present
2023-08-02,21:37:09,40.85,6.7,59.78,975.9,133.74,225.41,16980.44,54.12,29.57,18.8,5.87,2.85,16.76,48.5,0.15,47.09,Optimal,16.16,Absent
2024-09-23,11:11:21,42.36,6.89,47.25,813.53,80.54,176.38,12562.77,51.29,33.85,14.24,90.0,2.16,18.63,51.52,-0.06,54.37,2:1:2,23.06,Present
2023-05-13,18:35:48,38.7,6.92,74.64,1414.87,64.44,226.37,12830.88,62.73,29.74,18.9,45.52,2.76,7.9,52.86,-0.03,65.25,3:1:1,7.86,Present
2025-02-01,10:36:27,41.03,6.95,41.29,1134.23,138.06,209.35,13026.56,56.95,28.22,16.12,89.32,2.6,7.54,54.27,-0.45,58.53,3:1:1,13.49,Absent
2025-07-06,15:57:12,39.09,7.33,69.47,1260.26,89.81,233.01,13626.32,58.76,36.13,10.21,99.92,3.59,8.73,53.06,0.39,18.19,3:1:1,29.83,Absent
2024-05-11,13:23:20,44.99,6.86,57.01,1261.02,83.84,255.82,18184.21,65.39,25.6,19.81,64.14,3.87,15.13,36.33,0.41,52.82,Optimal,11.91,Absent
2025-09-05,03:37:55,41.44,7.42,57.41,1248.55,185.08,195.44,13243.91,68.93,30.83,19.09,97.35,3.61,17.52,48.85,0.45,20.56,Optimal,12.19,Absent
2024-03-02,11:47:03,36.89,6.79,67.91,1092.4,110.29,276.34,19029.7,73.21,27.24,10.69,5.44,4.7,14.22,40.89,-0.04,39.33,Optimal,29.64,Absent
2024-12-19,17:02:14,42.25,7.11,52.73,1139.1,64.61,289.39,11091.98,53.01,30.96,20.88,66.54,2.54,10.7,49.58,-0.44,43.08,2:1:2,18.12,Absent
2023-11-29,07:46:56,38.64,7.01,77.9,1413.01,115.14,166.97,15833.01,56.78,39.92,21.12,54.36,3.06,13.52,44.39,0.35,31.23,3:1:1,21.03,Absent
2025-02-15,12:29:04,39.24,7.41,52.53,941.25,165.48,211.06,10114.9,50.26,36.01,16.78,88.21,1.66,14.89,37.61,-0.25,34.55,3:1:1,19.1,Present
2023-08-31,01:31:43,42.08,7.0,71.09,1286.54,143.15,231.6,11491.51,54.2,27.65,21.07,32.11,2.21,16.17,49.15,-0.06,48.46,2:1:2,9.99,Present
2024-08-31,13:38:32,36.63,6.85,55.66,1166.5,136.35,279.73,16283.32,53.65,32.22,12.83,51.03,4.21,11.83,54.33,0.37,44.42,3:1:1,17.09,Absent
2023-01-29,06:21:30,44.33,7.43,66.86,987.78,59.15,245.84,11750.08,67.58,26.71,10.8,59.97,1.97,10.29,36.4,-0.21,40.47,4:1:1,11.18,Present
2024-12-24,19:31:15,36.52,6.64,41.87,1307.97,198.82,166.39,16460.67,59.5,26.27,16.56,13.42,3.52,6.62,39.0,0.39,63.75,4:1:1,23.67,Present
2025-01-26,11:17:26,42.57,7.05,46.11,1478.17,79.74,177.04,13972.17,66.11,34.04,16.51,81.86,3.0,5.24,46.0,-0.27,39.82,Optimal,15.08,Present
2025-03-24,02:11:28,38.89,7.5,57.61,1244.18,136.28,271.71,11235.52,51.38,33.03,10.35,80.52,4.96,9.86,49.17,-0.43,42.47,4:1:1,19.46,Absent
2023-10-26,02:03:36,39.4,6.89,64.05,1235.38,79.62,245.91,13306.34,71.37,38.88,14.42,44.32,1.72,13.03,40.42,0.3,17.96,4:1:1,28.22,Absent
2023-07-17,20:42:50,43.23,6.99,66.98,1174.35,108.56,160.3,15711.86,61.99,25.83,15.65,82.19,3.17,7.76,44.09,-0.13,55.18,2:1:2,29.84,Absent
2024-08-24,23:08:05,37.43,6.73,47.17,1264.94,81.45,202.76,16768.72,60.23,31.99,21.72,90.2,4.45,15.46,53.73,0.36,40.44,Optimal,28.45,Present
2024-10-06,14:57:55,36.11,7.03,65.75,1295.66,151.58,180.78,14342.94,62.94,34.79,26.82,53.1,2.5,19.86,35.72,-0.18,69.48,2:1:2,26.75,Present
2025-04-16,18:46:31,37.82,7.22,41.06,1254.81,61.23,277.4,18198.11,52.63,36.18,14.7,70.57,3.18,18.05,36.63,-0.01,43.66,Optimal,29.96,Present
2023-01-13,03:02:25,35.68,6.56,62.92,941.15,52.05,286.29,14744.04,59.82,26.0,20.25,87.85,1.37,12.43,45.41,0.0,24.38,4:1:1,15.84,Absent
2025-06-20,16:37:36,42.35,7.12,62.42,844.47,78.12,297.04,16734.0,56.89,26.72,10.55,44.95,4.69,13.21,51.51,0.36,48.73,Optimal,7.83,Absent
2023-03-06,19:00:33,42.8,7.02,55.89,825.37,191.42,268.13,17845.03,64.77,37.54,18.6,49.96,2.99,8.47,46.67,-0.17,16.42,3:1:1,14.84,Absent
2024-02-18,16:00:37,40.23,6.68,41.53,931.55,55.79,258.23,10620.43,50.64,27.72,19.78,48.39,3.21,16.59,44.22,-0.19,44.86,4:1:1,24.7,Absent
2023-10-20,23:55:20,39.3,7.23,41.14,830.64,162.52,198.4,19326.07,65.54,32.52,14.84,41.72,1.86,18.98,40.77,0.46,12.72,3:1:1,9.36,Absent
2024-06-22,13:10:44,42.25,6.59,51.8,1200.35,156.59,169.2,16163.84,64.8,39.35,17.03,45.92,2.64,12.18,43.1,-0.49,68.84,2:1:2,7.38,Absent
2025-04-07,02:47:34,41.98,6.67,77.03,1218.96,165.88,195.39,17770.93,50.34,27.88,15.69,17.29,3.48,6.48,44.2,0.33,56.7,2:1:2,5.8,Absent
2024-02-02,05:04:57,42.13,7.26,60.72,1407.83,123.75,277.27,17376.41,60.95,36.75,16.4,57.56,2.35,15.41,46.33,-0.39,27.18,4:1:1,20.84,Present
2025-04-24,08:05:07,38.26,6.51,46.12,953.42,105.72,240.78,15049.49,73.39,25.2,10.92,15.25,1.61,6.91,47.59,-0.46,14.78,2:1:2,11.7,Absent
2024-05-03,16:06:35,36.44,7.09,66.61,992.1,176.25,231.8,19668.66,73.65,29.39,29.1,12.24,3.36,17.22,53.43,-0.17,29.22,4:1:1,23.42,Absent
2023-06-04,10:20:15,35.62,7.24,46.8,1250.93,130.53,214.92,11172.15,70.2,27.99,17.36,92.73,4.89,9.5,45.2,0.12,47.06,Optimal,7.77,Absent
2023-05-31,06:37:27,44.3,7.2,63.22,898.28,189.64,184.37,16516.62,61.81,29.96,11.32,75.48,1.89,16.17,46.34,0.02,52.92,3:1:1,21.12,Present
2023-07-04,19:20:20,39.87,7.19,58.28,1079.36,161.67,264.07,12451.88,57.35,33.69,23.53,36.83,1.75,18.36,43.75,0.31,47.61,Optimal,14.8,Absent
2024-08-06,07:50:25,40.35,7.41,71.76,879.18,158.69,192.94,16891.07,54.77,31.32,22.27,4.27,4.04,6.65,40.96,-0.39,60.14,2:1:2,13.81,Absent
2023-06-24,17:02:44,43.67,6.83,49.87,1346.07,127.26,164.97,14075.95,50.92,36.01,19.01,42.07,2.67,11.27,50.52,-0.39,25.68,4:1:1,24.2,Present
2023-09-03,20:16:04,37.0,6.74,70.62,1480.94,80.91,270.2,11423.2,64.54,32.72,20.55,43.66,4.59,15.25,35.8,-0.37,19.97,4:1:1,24.52,Present
2025-03-23,06:03:53,41.14,6.64,45.34,1460.04,81.23,236.45,11706.76,59.94,28.28,27.22,2.85,2.75,5.21,42.26,0.4,30.27,3:1:1,5.95,Absent
2024-05-04,14:29:03,38.27,7.39,47.99,1259.94,122.29,295.53,12537.23,59.6,27.65,14.99,27.14,2.27,18.74,51.96,-0.19,61.58,4:1:1,11.07,Absent
2025-05-19,21:08:22,36.61,6.69,73.92,954.01,65.38,297.11,16842.78,55.48,35.39,10.94,93.27,3.31,9.13,38.52,-0.16,54.02,4:1:1,18.69,Absent
2023-07-19,05:41:17,43.76,6.8,65.36,915.96,146.97,263.98,16004.39,61.51,32.82,23.44,5.25,4.84,16.95,49.06,0.45,26.97,2:1:2,10.91,Present
2023-10-07,02:35:47,37.62,7.43,66.39,1023.4,88.55,261.05,11720.25,67.04,26.23,15.08,62.72,2.24,19.11,50.88,-0.43,61.68,4:1:1,13.88,Absent
2024-03-18,15:40:57,41.39,6.69,70.93,1101.85,61.98,209.52,12527.07,71.93,29.76,24.51,37.77,1.51,6.02,35.26,-0.35,26.19,4:1:1,20.79,Present
2024-09-18,19:55:00,37.03,6.6,43.7,957.13,64.31,166.31,12376.32,59.71,29.28,11.08,64.65,2.89,12.11,47.6,0.31,13.74,2:1:2,29.84,Present
2025-09-19,09:07:05,36.37,6.9,57.77,1242.27,102.51,208.83,19324.64,63.44,27.3,27.58,54.91,3.3,13.36,44.74,0.09,44.41,3:1:1,5.73,Present
2025-02-07,14:01:35,36.88,7.03,73.61,1164.19,100.51,260.88,10139.42,51.98,38.92,28.77,81.35,4.95,16.26,48.94,-0.35,59.38,2:1:2,27.29,Present
2025-05-30,02:26:00,40.46,7.5,43.58,865.88,74.31,237.29,12622.91,71.01,39.06,26.95,67.85,3.62,5.48,41.94,0.05,51.14,Optimal,23.04,Present
2024-04-26,10:23:13,42.03,6.91,40.35,896.09,156.55,158.2,12465.51,52.92,36.7,21.21,38.78,1.27,8.79,53.56,0.44,32.18,4:1:1,13.25,Absent
2023-09-02,04:54:09,38.7,7.36,72.09,830.49,191.26,231.91,19616.3,55.29,25.89,16.27,17.61,1.03,14.35,43.27,0.05,59.75,4:1:1,25.74,Present
2025-09-06,00:29:39,36.16,6.6,73.99,978.72,182.24,160.41,18930.73,55.51,35.62,17.84,45.92,1.63,19.8,36.17,0.4,46.55,2:1:2,23.62,Absent
2024-03-04,01:26:48,40.28,6.76,44.57,851.47,190.3,272.95,10230.32,72.45,31.04,22.69,62.35,2.47,16.06,39.91,0.22,13.12,4:1:1,7.37,Absent
2023-09-06,17:16:59,41.42,6.94,78.81,1016.31,55.92,212.39,12554.96,67.81,39.88,28.01,41.93,2.16,12.56,54.21,0.07,30.72,Optimal,5.34,Present
2023-06-28,23:45:40,40.09,6.96,54.58,1457.36,198.92,154.58,12541.04,55.87,30.49,19.21,64.76,3.04,6.31,38.45,0.02,65.73,4:1:1,6.46,Absent
2025-09-24,22:58:11,36.39,6.88,52.56,895.98,176.64,196.53,10274.81,58.12,33.14,23.36,43.79,2.6,14.64,41.12,0.27,21.64,2:1:2,15.97,Present
2024-07-05,05:12:29,38.04,6.87,67.91,838.9,97.61,265.16,18279.15,60.94,37.82,25.04,64.77,3.42,12.62,47.78,-0.12,37.61,2:1:2,9.5,Present
2024-02-14,07:21:31,42.01,7.11,76.66,877.84,89.03,206.15,10024.95,56.59,38.09,29.24,65.06,4.95,16.43,52.67,-0.04,43.88,2:1:2,18.27,Present
2024-05-19,07:29:07,38.07,6.6,52.22,1108.95,147.19,213.58,17880.76,74.45,38.71,13.26,27.16,1.44,19.72,46.78,-0.06,18.51,3:1:1,5.15,Absent
2023-09-15,06:15:19,42.15,7.43,53.02,1134.17,93.48,212.08,14918.21,63.27,32.2,17.17,49.81,3.46,5.82,46.95,0.08,52.83,2:1:2,28.43,Present
2024-09-15,13:06:51,43.66,6.92,72.37,1443.56,86.27,203.59,11309.42,56.52,29.91,17.68,41.03,4.98,18.41,41.94,0.15,48.26,Optimal,26.52,Absent
2024-01-05,10:25:51,40.73,6.77,40.92,970.56,182.2,297.38,15861.81,64.66,31.54,10.19,65.5,2.14,11.93,50.3,0.19,45.41,3:1:1,6.67,Absent
2024-10-07,04:43:21,36.53,6.67,51.43,805.11,123.37,243.09,15950.03,61.33,25.78,19.94,43.88,1.8,5.7,51.82,0.39,35.33,3:1:1,7.65,Absent
2023-03-07,14:50:55,40.56,6.51,60.84,915.15,142.74,299.7,18474.22,66.17,25.04,14.15,78.41,3.13,16.95,44.96,0.45,22.09,4:1:1,19.69,Absent
2024-02-21,09:49:44,36.94,7.0,48.75,1186.06,178.57,167.5,12828.38,51.19,30.68,29.59,58.82,2.33,13.29,37.59,-0.06,35.24,2:1:2,10.66,Present
2024-03-25,07:56:58,41.08,6.64,43.66,1425.85,95.34,158.5,13505.92,70.85,36.05,28.99,91.15,4.73,5.56,35.2,0.42,18.56,4:1:1,28.44,Absent
2024-05-04,16:19:51,38.21,6.55,51.12,959.74,181.1,180.37,15214.03,74.86,32.57,21.34,91.52,4.99,10.54,40.41,0.04,58.83,3:1:1,5.97,Present
2024-03-17,01:35:26,43.72,7.25,74.16,997.42,139.0,214.22,19210.83,54.75,37.93,27.84,71.97,1.59,17.07,40.41,-0.27,56.21,Optimal,7.25,Absent
2025-02-25,23:28:42,41.84,6.7,52.89,1401.77,151.44,232.02,10570.24,61.14,34.14,28.93,21.85,4.87,17.58,35.49,-0.03,51.14,4:1:1,10.78,Present
2025-09-03,08:02:42,44.56,7.44,54.52,1492.95,180.49,228.61,14879.69,63.33,34.45,19.3,54.23,3.06,9.64,43.64,0.03,58.42,3:1:1,21.32,Present
2023-01-18,14:00:10,41.42,7.01,64.06,1161.46,63.13,266.31,18099.51,69.73,38.42,25.08,24.24,4.15,13.31,54.82,-0.32,58.54,4:1:1,19.15,Present
2024-10-25,02:30:55,43.68,7.12,60.39,1276.57,83.25,240.86,18976.28,66.98,25.05,27.53,29.94,2.36,10.6,52.75,0.08,58.01,2:1:2,9.4,Present
2023-06-11,05:23:40,35.56,6.86,68.67,872.96,101.71,251.13,11550.47,65.66,35.15,21.31,10.72,3.59,6.92,44.72,0.33,12.74,3:1:1,29.45,Absent
2023-12-26,02:00:22,39.74,6.85,78.24,1298.06,137.87,186.43,15863.1,64.55,32.67,23.55,10.9,4.08,9.3,40.34,-0.38,63.38,4:1:1,18.31,Absent
2024-06-24,10:17:25,35.19,6.77,47.16,1485.03,199.68,238.99,10826.84,62.65,31.38,24.16,2.1,1.17,9.87,46.6,-0.42,66.63,2:1:2,29.05,Present
2024-08-15,12:29:12,36.53,6.79,43.03,1413.26,152.74,246.91,10007.27,66.65,29.97,10.28,29.09,2.56,17.04,37.71,0.02,55.09,2:1:2,14.84,Present
2025-04-21,01:23:11,40.27,7.07,74.58,1281.48,171.8,291.69,14298.25,67.07,25.69,27.23,42.32,4.15,18.77,40.65,0.44,54.48,4:1:1,13.68,Present
2025-03-06,08:44:13,41.44,6.78,57.89,853.15,125.77,152.69,18286.54,51.1,35.11,25.02,7.73,2.7,16.83,50.88,-0.41,26.03,3:1:1,11.04,Present
2025-02-14,23:34:58,35.55,6.65,50.06,1279.13,79.57,172.28,18437.88,67.26,34.18,27.9,21.12,3.31,7.7,49.94,0.48,20.11,Optimal,23.53,Present
2024-10-18,20:05:49,36.83,7.42,46.51,990.63,111.98,191.9,13020.17,69.46,29.59,26.75,77.07,2.71,14.09,49.39,0.09,62.34,Optimal,6.53,Present
2024-11-17,07:52:03,40.61,7.23,66.19,811.13,58.65,155.31,15336.86,66.61,25.62,22.63,91.35,2.24,12.46,54.05,0.09,25.67,4:1:1,17.21,Present
2024-06-06,16:42:49,40.46,6.56,58.56,966.31,97.97,256.55,19492.52,60.26,39.31,20.58,59.49,1.38,7.59,50.62,-0.28,65.39,3:1:1,7.93,Absent
2025-05-01,21:07:04,36.31,7.35,75.4,961.36,90.23,234.96,18165.09,54.27,33.42,22.27,58.61,1.13,18.77,45.03,-0.49,30.75,4:1:1,8.6,Present
2024-07-11,16:23:54,39.31,7.3,79.14,905.8,92.41,289.74,12696.25,68.99,38.77,16.04,67.76,2.27,6.53,51.47,-0.14,33.57,4:1:1,5.6,Absent
2025-05-29,20:42:52,41.58,6.85,59.63,1491.33,116.78,253.28,19316.12,51.49,30.69,22.01,13.64,2.21,5.38,37.2,0.25,39.8,4:1:1,12.02,Absent
2024-12-23,04:07:58,40.76,6.72,57.33,933.69,149.26,223.71,17314.14,52.51,36.48,15.67,18.93,4.38,9.55,43.44,0.09,40.17,3:1:1,20.85,Absent
2024-07-20,13:19:15,38.83,7.41,73.73,1264.99,175.12,268.42,19946.67,61.25,37.6,17.63,75.09,4.1,16.4,38.24,0.34,25.56,Optimal,21.41,Absent
2024-01-12,19:20:55,36.68,6.99,51.22,994.56,172.94,263.88,19545.6,67.18,35.31,13.65,69.61,3.72,11.43,46.03,0.23,49.6,3:1:1,13.11,Present
2025-09-06,07:27:08,42.82,7.28,63.22,1456.4,115.99,215.02,16045.99,55.42,35.85,22.28,94.37,3.08,6.73,52.56,0.25,56.07,3:1:1,28.6,Present
2023-08-17,02:49:22,38.0,7.21,48.56,1190.85,79.49,245.17,10889.96,67.77,34.7,27.58,67.05,3.51,17.85,50.88,-0.23,38.51,4:1:1,6.22,Absent
2023-06-26,10:15:52,37.9,7.35,62.32,916.94,63.3,254.44,13965.87,65.84,25.06,14.96,6.34,1.99,19.59,41.22,0.23,35.73,2:1:2,23.87,Present
2025-03-15,07:18:50,43.65,6.66,70.33,908.94,159.8,183.26,13313.69,52.1,33.9,12.85,71.55,2.66,19.38,35.83,0.22,51.83,3:1:1,22.97,Absent
2024-06-07,06:35:58,37.94,7.03,51.08,1007.61,62.6,244.13,19628.19,56.72,33.89,22.71,59.32,2.52,5.35,39.53,0.17,18.31,2:1:2,25.15,Absent
2023-01-29,20:17:07,38.9,7.36,43.89,1346.23,142.61,292.92,11219.77,51.62,25.56,10.09,50.02,4.13,9.85,52.12,-0.47,20.11,4:1:1,10.34,Absent
2024-08-09,12:49:33,44.58,6.64,50.22,1001.46,195.59,150.21,13143.96,55.86,28.44,11.61,71.25,1.37,16.25,53.14,-0.46,47.32,2:1:2,26.11,Absent
2025-08-07,05:14:58,44.94,6.8,64.91,1138.51,197.64,237.02,18168.59,69.88,25.11,23.98,42.54,2.5,14.89,52.38,-0.07,50.28,4:1:1,29.51,Present
2024-01-07,11:05:46,44.98,7.04,56.1,1057.24,99.49,156.01,10993.4,51.09,29.64,11.54,86.35,3.35,14.63,45.08,0.34,34.07,Optimal,10.37,Present
2023-05-22,10:04:11,37.08,6.55,57.12,1037.46,99.2,257.4,11252.61,65.06,33.35,24.35,10.87,1.57,7.26,46.63,0.36,15.6,3:1:1,15.12,Present
2024-01-25,19:36:38,36.28,6.85,60.71,1279.33,99.42,227.59,15829.26,55.07,36.0,18.24,34.98,1.8,8.32,51.6,0.3,41.42,Optimal,24.19,Absent
2024-12-09,10:27:02,39.5,7.36,51.36,1223.6,62.65,278.33,19006.16,59.24,32.41,14.34,10.56,3.91,8.31,48.89,-0.4,30.83,2:1:2,14.37,Absent
2025-01-23,04:00:13,37.05,7.37,64.68,1356.61,73.37,182.24,17928.02,54.62,26.8,21.48,87.1,2.76,17.29,47.5,0.31,40.4,2:1:2,17.53,Present
2024-02-17,05:41:11,39.94,6.65,50.48,1258.41,71.09,236.12,10291.16,57.05,32.98,20.62,82.71,3.41,14.08,38.05,0.49,57.47,2:1:2,28.94,Absent
2024-03-25,18:13:22,35.8,6.96,40.75,1324.15,55.11,254.66,12566.47,64.24,29.83,24.89,53.9,1.39,7.14,36.94,-0.27,25.9,4:1:1,29.73,Absent
2024-07-04,07:38:41,42.33,7.14,73.97,1261.08,198.41,187.15,16762.06,55.21,25.05,26.41,85.71,4.29,10.84,39.33,-0.02,15.62,2:1:2,5.52,Absent
